20130708 121500;1636;1636.25;1635.75;1636;254
20130708 121600;1636;1636.25;1636;1636;278
20130708 121700;1636.25;1636.25;1636;1636.25;389
20130708 121800;1636.5;1636.5;1636;1636;533
20130708 121900;1636;1636;1635.5;1635.5;234
20130708 122000;1635.5;1635.75;1635.25;1635.5;159
20130708 122100;1635.5;1635.5;1635;1635.25;861
20130708 122200;1635.5;1636;1635.25;1636;286
20130708 122300;1635.75;1636.25;1635.75;1636.25;387
20130708 122400;1636.25;1636.5;1636.25;1636.25;334
20130708 122500;1636.25;1636.25;1635.75;1636;328
20130708 122600;1636;1636;1635.75;1636;136
20130708 122700;1636;1636.25;1636;1636;103
20130708 122800;1636.25;1636.5;1636;1636.5;326
20130708 122900;1636.5;1636.5;1636.25;1636.25;87
20130708 123000;1636.25;1636.5;1636;1636.25;154
20130708 123100;1636;1636.25;1636;1636.25;444
20130708 123200;1636.25;1636.25;1636;1636;312
20130708 123300;1636;1636;1635.75;1636;66
20130708 123400;1636;1636.25;1635.75;1636;130
20130708 123500;1636;1636.25;1635.75;1636;397
20130708 123600;1636;1636.25;1636;1636.25;423
20130708 123700;1636.25;1636.25;1636;1636.25;60
20130708 123800;1636.25;1636.5;1636.25;1636.5;188
20130708 123900;1636.5;1636.5;1636;1636;411
20130708 124000;1636.25;1636.25;1635.75;1636;349
20130708 124100;1635.75;1636;1635.75;1635.75;364
20130708 124200;1635.75;1636;1635.75;1635.75;366
20130708 124300;1635.75;1635.75;1635.5;1635.75;531
20130708 124400;1635.75;1635.75;1635.5;1635.75;267
20130708 124500;1635.75;1635.75;1635.25;1635.5;374
20130708 124600;1635.75;1636;1635.75;1635.75;451
20130708 124700;1635.75;1635.75;1635.5;1635.5;407
20130708 124800;1635.5;1636;1635.5;1635.75;369
20130708 124900;1636;1636.25;1635.75;1636;1071
20130708 125000;1636;1636;1635.5;1635.75;602
20130708 125100;1635.75;1636;1635.25;1635.75;1036
20130708 125200;1635.75;1635.75;1635;1635.25;1238
20130708 125300;1635.25;1635.25;1634.5;1634.75;1730
20130708 125400;1634.75;1635;1634.5;1634.5;266
20130708 125500;1634.5;1634.5;1633.75;1634.25;1721
20130708 125600;1634.5;1635.25;1634.25;1635;1241
20130708 125700;1635;1635.25;1634.75;1635.25;463
20130708 125800;1635;1635.75;1635;1635.5;1461
20130708 125900;1635.5;1636;1635.25;1635.25;887
